# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class N
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    8   228     7   0.5  1.00  454  1.40  0.722   1.859  0.149  0.673 
    8   228     8   1.5  1.00  436  1.30  0.661   1.553  0.166  0.719 
    8   228     9   2.5  1.00  452  1.30  0.698   1.722  0.157  0.638 
    8   228    10   3.5  1.00  482  1.30  0.598   1.859  0.140  0.578 
    8   228    11   4.5  1.00  443  1.40  0.454   1.875  0.146  0.614 
    8   228    12   5.5  0.79  417  2.00  0.411   1.800  0.149  0.615 
    9   259     1  -5.5  0.46  422  2.30  1.970  -0.094  0.089  0.371 
    9   259     2  -4.5  1.00  413  1.60  1.919  -0.181  0.090  0.382 
    9   259     3  -3.5  1.00  476  1.40  1.616   0.004  0.098  0.426 
    9   259     4  -2.5  1.00  412  1.30  1.199   1.059  0.120  0.493 
    9   259     5  -1.5  1.00  460  1.30  0.937   1.915  0.111  0.530 
    9   259     6  -0.5  1.00  463  1.30  0.823   2.266  0.126  0.618 
    9   259     7   0.5  1.00  411  1.20  0.759   2.165  0.152  0.713 
    9   259     8   1.5  1.00  441  1.20  0.898   2.121  0.164  0.746 
    9   259     9   2.5  1.00  401  1.10  0.938   1.966  0.143  0.584 
    9   259    10   3.5  1.00  411  1.10  0.737   1.749  0.143  0.581 
    9   259    11   4.5  1.00  450  1.50  0.565   1.750  0.143  0.638 
    9   259    12   5.5  0.33  432  2.20  0.487   1.711  0.147  0.676 
   10   289     1  -5.5  0.24  440  2.40  1.723  -0.425  0.089  0.420 
   10   289     2  -4.5  1.00  434  1.70  1.614  -0.475  0.090  0.443 
   10   289     3  -3.5  1.00  409  1.20  1.453  -0.350  0.098  0.481 
   10   289     4  -2.5  1.00  439  1.20  0.983   0.406  0.123  0.608 
   10   289     5  -1.5  1.00  458  1.20  0.674   1.322  0.130  0.692 
   10   289     6  -0.5  1.00  440  1.20  0.559   2.020  0.139  0.757 
   10   289     7   0.5  1.00  452  1.20  0.668   2.170  0.151  0.880 
   10   289     8   1.5  1.00  445  1.20  0.953   2.309  0.126  0.733 
   10   289     9   2.5  1.00  420  1.20  1.148   2.163  0.106  0.592 
   10   289    10   3.5  1.00  403  1.30  0.928   1.886  0.125  0.613 
   10   289    11   4.5  0.81  446  1.80  0.728   1.765  0.133  0.655 
   10   289    12   5.5  0.00  454  2.50  0.613   1.937  0.139  0.678 
   11   320     1  -5.5  0.00  414  2.50  1.405  -0.612  0.102  0.483 
   11   320     2  -4.5  0.91  436  1.80  1.268  -0.658  0.102  0.498 
   11   320     3  -3.5  1.00  461  1.30  0.976  -0.479  0.113  0.583 
   11   320     4  -2.5  1.00  449  1.20  0.590   0.026  0.133  0.714 
   11   320     5  -1.5  1.00  413  1.10  0.364   1.097  0.150  0.870 
   11   320     6  -0.5  1.00  447  1.20  0.322   1.799  0.133  0.878 
   11   320     7   0.5  1.00  433  1.20  0.478   2.223  0.162  0.922 
   11   320     8   1.5  1.00  471  1.30  0.786   2.083  0.141  0.838 
   11   320     9   2.5  1.00  454  1.30  0.942   1.935  0.114  0.689 
   11   320    10   3.5  1.00  429  1.60  0.872   1.722  0.114  0.661 
   11   320    11   4.5  0.40  412  2.10  0.770   1.693  0.116  0.649 
   11   320    12   5.5  0.00  455  2.80  0.665   1.679  0.121  0.699 
   12   350     1  -5.5  0.00  412  2.70  1.124  -0.644  0.108  0.497 
   12   350     2  -4.5  0.52  434  2.00  0.893  -0.445  0.109  0.547 
   12   350     3  -3.5  1.00  409  1.40  0.625  -0.378  0.104  0.582 
   12   350     4  -2.5  1.00  429  1.20  0.427  -0.175  0.116  0.680 
   12   350     5  -1.5  1.00  429  1.20  0.231   0.430  0.108  0.744 
   12   350     6  -0.5  1.00  459  1.30  0.240   1.089  0.130  0.909 
   12   350     7   0.5  1.00  410  1.30  0.390   1.629  0.167  0.924 
   12   350     8   1.5  1.00  435  1.30  0.641   1.767  0.129  0.784 
   12   350     9   2.5  1.00  443  1.30  0.706   1.770  0.101  0.690 
   12   350    10   3.5  1.00  429  1.60  0.728   1.645  0.102  0.685 
   12   350    11   4.5  0.31  405  2.10  0.702   1.760  0.108  0.710 
   12   350    12   5.5  0.00  411  2.80  0.683   1.850  0.112  0.716 
