# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# 2D reference climatologies of relative intensity, solar cycle effect, and
# residual variability for PALACE variability class H
# (see pmd_climfeat.dat for the lines/multiplets/features involved in the
# calculation of the weighted averages of the climatological properties)
# 
# Column names:
# mbin: month bin
# cDOY: central day of year
# hbin: LT bin
# cLT: central LT (for longitude of Cerro Paranal)
# wbin: weight of bin (LT fraction with solar zenith angle > 100°)
# N: size of subsample
# r: radius for subsample selection relative to 1 month and 1 hour
# I: intensity relative to climatological mean
# SCE: solar cycle effect per 100 sfu relative to mean intensity of subsample
# dSCE: uncertainty of solar cycle effect
# dI: standard deviation of residuals relative to mean intensity of subsample
# 
# Note: consistent with class-related content in palace_var.fits
# 
 mbin  cDOY  hbin   cLT  wbin    N     r      I     SCE   dSCE     dI 
    9   259    12   5.5  0.33  322  1.90  1.614   0.221  0.077  0.273 
   10   289     1  -5.5  0.24  300  2.30  1.398   0.119  0.058  0.246 
   10   289     2  -4.5  1.00  306  1.50  1.330   0.114  0.059  0.260 
   10   289     3  -3.5  1.00  313  1.00  1.136   0.083  0.062  0.265 
   10   289     4  -2.5  1.00  334  1.00  0.756  -0.047  0.077  0.375 
   10   289     5  -1.5  1.00  340  1.00  0.533   0.048  0.075  0.368 
   10   289     6  -0.5  1.00  340  1.00  0.488   0.045  0.108  0.562 
   10   289     7   0.5  1.00  348  1.00  0.572   0.085  0.104  0.578 
   10   289     8   1.5  1.00  332  1.00  0.739  -0.099  0.108  0.612 
   10   289     9   2.5  1.00  308  1.00  1.112  -0.278  0.098  0.478 
   10   289    10   3.5  1.00  318  1.20  1.385   0.036  0.082  0.359 
   10   289    11   4.5  0.81  309  1.60  1.588   0.057  0.074  0.305 
   10   289    12   5.5  0.00  318  2.30  1.632   0.126  0.071  0.284 
   11   320     1  -5.5  0.00  340  2.40  1.432   0.141  0.044  0.209 
   11   320     2  -4.5  0.91  309  1.50  1.401   0.142  0.042  0.189 
   11   320     3  -3.5  1.00  327  1.00  1.298   0.182  0.049  0.208 
   11   320     4  -2.5  1.00  379  1.00  0.983   0.167  0.052  0.268 
   11   320     5  -1.5  1.00  383  1.00  0.788   0.211  0.061  0.345 
   11   320     6  -0.5  1.00  381  1.00  0.726   0.142  0.075  0.451 
   11   320     7   0.5  1.00  333  1.00  0.830   0.050  0.082  0.465 
   11   320     8   1.5  1.00  346  1.10  1.076   0.005  0.076  0.409 
   11   320     9   2.5  1.00  308  1.10  1.441   0.128  0.065  0.298 
   11   320    10   3.5  1.00  325  1.50  1.659   0.130  0.054  0.266 
   11   320    11   4.5  0.40  345  2.10  1.711   0.144  0.051  0.250 
   11   320    12   5.5  0.00  317  2.70  1.792   0.162  0.051  0.235 
   12   350     1  -5.5  0.00  331  2.50  1.567   0.080  0.037  0.168 
   12   350     2  -4.5  0.52  344  1.80  1.553   0.083  0.036  0.171 
   12   350     3  -3.5  1.00  329  1.20  1.547   0.110  0.038  0.180 
   12   350     4  -2.5  1.00  340  1.00  1.312   0.075  0.043  0.202 
   12   350     5  -1.5  1.00  330  1.00  1.050   0.216  0.046  0.237 
   12   350     6  -0.5  1.00  338  1.10  0.968   0.081  0.062  0.345 
   12   350     7   0.5  1.00  303  1.10  1.013   0.246  0.070  0.363 
   12   350     8   1.5  1.00  357  1.20  1.168   0.342  0.056  0.318 
   12   350     9   2.5  1.00  337  1.20  1.458   0.342  0.047  0.211 
   12   350    10   3.5  1.00  324  1.50  1.632   0.307  0.046  0.210 
   12   350    11   4.5  0.31  334  2.10  1.692   0.314  0.041  0.193 
   12   350    12   5.5  0.00  332  2.80  1.734   0.321  0.040  0.190 
