# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# Intensity time series of OH62Q102 (see pmd_climfeat.dat) for intervals of
# 30 min of X-shooter data
# 
# Column names:
# bin: unique number of half-hourly bin
# fbin: fraction of bin (summed exposure time divided by 30 min)
# N: number of combined exposures
# year: year
# DOY: day of year
# LT: weighted local time for combined exposures in hours (for longitude of
#     Cerro Paranal)
# MJD: Modified Julian Date for LT
# S27d: solar radio flux averaged for 27 days in solar flux units (sfu)
# I: intensity in R (new measurements)
# 
    bin   fbin   N  year  DOY     LT        MJD   S27d          I 
  15618  0.667   2  2009  326   2.24  55157.289   72.2  4.274e+01 
  15619  0.722   1  2009  326   2.96  55157.319   72.2  4.281e+01 
  15620  0.722   1  2009  326   3.37  55157.336   72.2  4.306e+01 
  15656  0.500   1  2009  326  21.13  55158.076   72.2  5.243e+01 
  15657  1.000   2  2009  326  21.82  55158.105   72.2  5.196e+01 
  15658  0.500   1  2009  326  22.24  55158.122   72.2  4.485e+01 
  15659  0.500   1  2009  326  22.51  55158.134   72.2  4.490e+01 
  15660  0.931   1  2009  326  23.27  55158.165   72.2  4.720e+01 
  15661  0.931   1  2009  326  23.77  55158.186   72.2  4.017e+01 
  15662  0.931   1  2009  327   0.27  55158.207   72.2  3.733e+01 
  15663  0.931   1  2009  327   0.76  55158.227   72.2  3.596e+01 
  15665  1.111   2  2009  327   1.84  55158.272   72.2  2.861e+01 
  15667  1.000   2  2009  327   2.69  55158.308   72.2  2.274e+01 
  15702  1.000   2  2009  327  20.24  55159.039   72.1  4.518e+01 
  15703  1.000   2  2009  327  20.80  55159.062   72.1  4.848e+01 
  15704  1.000   2  2009  327  21.35  55159.085   72.1  3.844e+01 
  15706  1.267   2  2009  327  22.29  55159.124   72.1  3.978e+01 
  15707  0.633   1  2009  327  22.82  55159.146   72.1  3.650e+01 
  15708  0.633   1  2009  327  23.18  55159.161   72.1  3.765e+01 
  15709  1.042   2  2009  327  23.84  55159.189   72.1  4.355e+01 
  15711  0.783   1  2009  328   0.67  55159.224   72.1  4.942e+01 
  15712  0.783   1  2009  328   1.11  55159.242   72.1  5.386e+01 
  15713  0.783   1  2009  328   1.75  55159.268   72.1  5.378e+01 
  15714  0.783   1  2009  328   2.19  55159.287   72.1  4.615e+01 
  15716  2.000   1  2009  328   3.36  55159.336   72.1  4.288e+01 
  15750  0.833   1  2009  328  20.18  55160.037   72.1  5.740e+01 
  15751  0.833   1  2009  328  20.65  55160.056   72.1  5.552e+01 
  15752  0.833   1  2009  328  21.12  55160.075   72.1  5.694e+01 
  15753  0.833   1  2009  328  21.58  55160.095   72.1  5.272e+01 
  15754  0.556   1  2009  328  22.25  55160.123   72.1  4.358e+01 
  15755  1.111   2  2009  328  22.74  55160.143   72.1  4.631e+01 
  15756  0.428   1  2009  328  23.42  55160.171   72.1  5.244e+01 
  15757  0.856   2  2009  328  23.78  55160.186   72.0  5.066e+01 
  15758  0.856   2  2009  329   0.30  55160.208   72.0  5.010e+01 
  15759  0.856   2  2009  329   0.82  55160.230   72.0  4.688e+01 
  15760  0.428   1  2009  329   1.18  55160.245   72.0  4.641e+01 
  15761  0.444   1  2009  329   1.63  55160.263   72.0  4.299e+01 
  15762  0.889   2  2009  329   2.13  55160.284   72.0  4.398e+01 
  15763  0.889   2  2009  329   2.76  55160.311   72.0  4.548e+01 
  15764  0.889   2  2009  329   3.34  55160.335   72.0  4.387e+01 
  16038  0.594   3  2009  334  20.18  55166.036   71.7  5.000e+01 
  16091  0.833   1  2009  335  22.81  55167.146   71.8  4.761e+01 
  16092  0.833   1  2009  335  23.25  55167.164   71.8  4.880e+01 
  16093  0.833   1  2009  335  23.69  55167.183   71.8  5.260e+01 
