# Paranal Airglow Line And Continuum Emission (PALACE) model: data and code of
# v1.0 (Noll et al. 2024)
# 
# PALACE reference spectra without atmospheric extinction for the total
# emission and for the chemical species OH, O2, HO2, FeO, Na, K, O, N, and H
# 
# Column names:
# lam: vacuum wavelength in µm
# f{species}: flux in R/nm without atmospheric extinction for total emission
#             (all) or individual chemical species
# df{species}: standard deviation for f{species} in R/nm
# 
    lam      fall     dfall      fOH     dfOH       fO2      dfO2   fHO2  dfHO2  fFeO  dfFeO    fNa   dfNa    fK   dfK      fO     dfO    fN   dfN    fH   dfH 
 2.1974    381.31    107.42   381.31   107.42      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1975    322.44     90.67   322.44    90.67      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1976    273.82     76.82   273.82    76.82      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1977    234.44     65.59   234.44    65.59      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1978    203.24     56.67   203.24    56.67      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1979    179.17     49.77   179.17    49.77      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1980    161.16     44.59   161.16    44.59      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1981    148.19     40.84   148.19    40.84      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1982    139.34     38.26   139.34    38.26      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1983    133.76     36.61   133.76    36.61      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1984    130.70     35.67   130.70    35.67      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1985    129.53     35.28   129.53    35.28      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1986    129.69     35.27   129.69    35.27      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1987    130.73     35.51   130.73    35.51      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1988    132.26     35.90   132.26    35.90      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1989    133.97     36.34   133.97    36.34      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1990    135.62     36.78   135.62    36.78      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1991    137.03     37.16   137.03    37.16      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1992    138.04     37.43   138.04    37.43      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1993    138.55     37.56   138.55    37.56      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1994    138.49     37.55   138.49    37.55      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1995    137.81     37.36   137.81    37.36      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1996    136.50     37.01   136.50    37.01      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1997    134.54     36.49   134.54    36.49      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1998    131.99     35.80   131.99    35.80      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.1999    128.86     34.95   128.86    34.95      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2000    125.23     33.97   125.23    33.97      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2001    121.16     32.87   121.16    32.87      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2002    116.74     31.67   116.74    31.67      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2003    112.06     30.40   112.06    30.40      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2004    107.22     29.09   107.22    29.09      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2005    102.33     27.77   102.33    27.77      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2006     97.51     26.46    97.51    26.46      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2007     92.85     25.20    92.85    25.20      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2008     88.47     24.01    88.47    24.01      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2009     84.46     22.93    84.46    22.93      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2010     80.93     21.97    80.93    21.97      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2011     77.95     21.16    77.95    21.16      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2012     75.60     20.53    75.60    20.53      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2013     73.92     20.07    73.92    20.07      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2014     72.98     19.82    72.98    19.82      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2015     72.77     19.76    72.77    19.76      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2016     73.32     19.91    73.32    19.91      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2017     74.59     20.26    74.59    20.26      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2018     76.56     20.80    76.56    20.80      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2019     79.19     21.52    79.19    21.52      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2020     82.43     22.41    82.43    22.41      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2021     86.23     23.45    86.23    23.45      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2022     90.54     24.64    90.54    24.64      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2023     95.33     25.97    95.33    25.97      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2024    100.62     27.44   100.62    27.44      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2025    106.44     29.06   106.44    29.06      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2026    112.87     30.86   112.87    30.86      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2027    120.05     32.89   120.05    32.89      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2028    128.16     35.18   128.16    35.18      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2029    137.46     37.83   137.46    37.83      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2030    148.25     40.90   148.25    40.90      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2031    160.90     44.51   160.90    44.51      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2032    175.77     48.76   175.77    48.76      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2033    193.27     53.75   193.27    53.75      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2034    213.82     59.62   213.82    59.62      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2035    237.69     66.43   237.69    66.43      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2036    265.26     74.29   265.26    74.29      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2037    296.70     83.24   296.70    83.24      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2038    332.07     93.30   332.07    93.30      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2039    371.23    104.43   371.23   104.43      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2040    413.96    116.56   413.96   116.56      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2041    459.74    129.55   459.74   129.55      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2042    507.87    143.20   507.87   143.20      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2043    557.40    157.23   557.40   157.23      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2044    607.29    171.35   607.29   171.35      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2045    656.39    185.24   656.39   185.24      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2046    703.33    198.50   703.33   198.50      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2047    746.74    210.76   746.74   210.76      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2048    785.16    221.60   785.16   221.60      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2049    817.56    230.73   817.56   230.73      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2050    842.75    237.82   842.75   237.82      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2051    859.75    242.58   859.75   242.58      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2052    868.05    244.88   868.05   244.88      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2053    867.53    244.68   867.53   244.68      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2054    857.79    241.88   857.79   241.88      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2055    839.32    236.62   839.32   236.62      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2056    812.90    229.11   812.90   229.11      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2057    779.01    219.50   779.01   219.50      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2058    738.96    208.15   738.96   208.15      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2059    693.76    195.36   693.76   195.36      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2060    644.86    181.53   644.86   181.53      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2061    593.45    167.00   593.45   167.00      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2062    540.82    152.13   540.82   152.13      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2063    488.05    137.24   488.05   137.24      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2064    436.33    122.64   436.33   122.64      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2065    386.43    108.57   386.43   108.57      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2066    339.15     95.25   339.15    95.25      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2067    294.97     82.80   294.97    82.80      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2068    254.33     71.36   254.33    71.36      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2069    217.40     60.97   217.40    60.97      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2070    184.25     51.65   184.25    51.65      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2071    154.89     43.40   154.89    43.40      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2072    129.14     36.17   129.14    36.17      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2073    106.82     29.91   106.82    29.91      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2074     87.67     24.54    87.67    24.54      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2075     71.41     19.98    71.41    19.98      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2076     57.73     16.14    57.73    16.14      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2077     46.34     12.95    46.34    12.95      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2078     36.93     10.32    36.93    10.32      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2079     29.24      8.17    29.24     8.17      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2080     23.00      6.43    23.00     6.43      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2081     17.99      5.03    17.99     5.03      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2082     13.99      3.91    13.99     3.91      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2083     10.84      3.03    10.84     3.03      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2084      8.37      2.34     8.37     2.34      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2085      6.48      1.82     6.48     1.82      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2086      5.06      1.42     5.06     1.42      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2087      4.04      1.14     4.04     1.14      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2088      3.36      0.95     3.36     0.95      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2089      3.01      0.86     3.01     0.86      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2090      3.00      0.86     3.00     0.86      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2091      3.34      0.96     3.34     0.96      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2092      4.12      1.18     4.12     1.18      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2093      5.43      1.56     5.43     1.56      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2094      7.43      2.13     7.43     2.13      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2095     10.33      2.96    10.33     2.96      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2096     14.38      4.11    14.38     4.11      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2097     19.92      5.69    19.92     5.69      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2098     27.35      7.80    27.35     7.80      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2099     37.16     10.58    37.16    10.58      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2100     49.90     14.20    49.90    14.20      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2101     66.22     18.83    66.22    18.83      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2102     86.82     24.67    86.82    24.67      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2103    112.48     31.95   112.48    31.95      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2104    143.99     40.88   143.99    40.88      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2105    182.20     51.71   182.20    51.71      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2106    227.88     64.66   227.88    64.66      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2107    281.78     79.94   281.78    79.94      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2108    344.53     97.72   344.53    97.72      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2109    416.54    118.12   416.54   118.12      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2110    498.02    141.21   498.02   141.21      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2111    588.94    166.98   588.94   166.98      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2112    688.79    195.27   688.79   195.27      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2113    796.74    225.85   796.74   225.85      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2114    911.57    258.39   911.57   258.39      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2115   1031.38    292.33  1031.38   292.33      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2116   1154.26    327.15  1154.26   327.15      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2117   1277.44    362.04  1277.44   362.04      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2118   1398.20    396.25  1398.20   396.25      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2119   1513.27    428.86  1513.27   428.86      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2120   1619.57    458.97  1619.57   458.97      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2121   1714.06    485.74  1714.06   485.74      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2122   1793.61    508.27  1793.61   508.27      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2123   1855.78    525.88  1855.78   525.88      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2124   1898.64    538.02  1898.64   538.02      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2125   1920.50    544.21  1920.50   544.21      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2126   1920.75    544.28  1920.75   544.28      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2127   1899.37    538.22  1899.37   538.22      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2128   1857.22    526.27  1857.22   526.27      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2129   1795.59    508.80  1795.59   508.80      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
 2.2130   1716.31    486.33  1716.31   486.33      0.00      0.00   0.00   0.00  0.00   0.00   0.00   0.00  0.00  0.00    0.00    0.00  0.00  0.00  0.00  0.00 
